.Archetype.,Archetype,metrics,value,data_type
Other Therapeutic Procedures On Muscles And Tendons,Overall,Frequency per Month,0.01,Procedure
Other Therapeutic Procedures On Muscles And Tendons,Standard Deviation,Mean Frequency,1.47,Procedure
Other Therapeutic Procedures On Muscles And Tendons,Standard Deviation,Median Frequency,0.89,Procedure
Other Therapeutic Procedures On Muscles And Tendons,Standard Deviation,Frequency per Quarter,0.06,Procedure
Other Therapeutic Procedures On Muscles And Tendons,Standard Deviation,Frequency per Month,0.02,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 1,Prevalence,0.127,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 1,Mean Frequency,1.43,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 1,Median Frequency,1.0,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 1,Frequency per Quarter,0.04,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 1,Frequency per Month,0.02,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 2,Prevalence,0.312,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 2,Mean Frequency,2.39,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 2,Median Frequency,1.0,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 2,Frequency per Quarter,0.08,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 2,Frequency per Month,0.03,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 3,Prevalence,0.371,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 3,Mean Frequency,2.29,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 3,Median Frequency,2.0,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 3,Frequency per Quarter,0.06,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 3,Frequency per Month,0.02,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 4,Prevalence,0.587,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 4,Mean Frequency,5.4,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 4,Median Frequency,2.0,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 4,Frequency per Quarter,0.2,Procedure
Prophylactic Vaccinations And Inoculations,Archetype 4,Frequency per Month,0.07,Procedure
Prophylactic Vaccinations And Inoculations,Overall,Prevalence,0.256,Procedure
Prophylactic Vaccinations And Inoculations,Overall,Mean Frequency,2.64,Procedure
Prophylactic Vaccinations And Inoculations,Overall,Median Frequency,1.0,Procedure
Prophylactic Vaccinations And Inoculations,Overall,Frequency per Quarter,0.06,Procedure
Prophylactic Vaccinations And Inoculations,Overall,Frequency per Month,0.02,Procedure
Prophylactic Vaccinations And Inoculations,Standard Deviation,Mean Frequency,1.51,Procedure
Prophylactic Vaccinations And Inoculations,Standard Deviation,Median Frequency,0.55,Procedure
Prophylactic Vaccinations And Inoculations,Standard Deviation,Frequency per Quarter,0.06,Procedure
Prophylactic Vaccinations And Inoculations,Standard Deviation,Frequency per Month,0.02,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 1,Prevalence,0.051,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 1,Mean Frequency,2.34,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 1,Median Frequency,1.0,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 1,Frequency per Quarter,0.03,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 1,Frequency per Month,0.01,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 2,Prevalence,0.134,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 2,Mean Frequency,5.2,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 2,Median Frequency,2.0,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 2,Frequency per Quarter,0.09,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 2,Frequency per Month,0.03,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 3,Prevalence,0.135,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 3,Mean Frequency,4.64,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 3,Median Frequency,1.0,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 3,Frequency per Quarter,0.04,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 3,Frequency per Month,0.01,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 4,Prevalence,0.3,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 4,Mean Frequency,13.2,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 4,Median Frequency,3.0,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 4,Frequency per Quarter,0.26,Procedure
Psychological And Psychiatric Evaluation And Therapy,Archetype 4,Frequency per Month,0.09,Procedure
Psychological And Psychiatric Evaluation And Therapy,Overall,Prevalence,0.106,Procedure
Psychological And Psychiatric Evaluation And Therapy,Overall,Mean Frequency,6.05,Procedure
Psychological And Psychiatric Evaluation And Therapy,Overall,Median Frequency,2.0,Procedure
Psychological And Psychiatric Evaluation And Therapy,Overall,Frequency per Quarter,0.06,Procedure
Psychological And Psychiatric Evaluation And Therapy,Overall,Frequency per Month,0.02,Procedure
Psychological And Psychiatric Evaluation And Therapy,Standard Deviation,Mean Frequency,4.1,Procedure
Psychological And Psychiatric Evaluation And Therapy,Standard Deviation,Median Frequency,0.84,Procedure
Psychological And Psychiatric Evaluation And Therapy,Standard Deviation,Frequency per Quarter,0.09,Procedure
Psychological And Psychiatric Evaluation And Therapy,Standard Deviation,Frequency per Month,0.03,Procedure
Asceniv,Archetype 1,Prevalence,0.0,Treatment
Asceniv,Archetype 1,Mean Frequency,1.0,Treatment
Asceniv,Archetype 1,Median Frequency,1.0,Treatment
Asceniv,Archetype 1,Frequency per Quarter,0.0,Treatment
Asceniv,Archetype 1,Frequency per Month,0.0,Treatment
Asceniv,Archetype 2,Prevalence,0.001,Treatment
Asceniv,Archetype 2,Mean Frequency,1.0,Treatment
Asceniv,Archetype 2,Median Frequency,1.0,Treatment
Asceniv,Archetype 2,Frequency per Quarter,0.0,Treatment
Asceniv,Archetype 2,Frequency per Month,0.0,Treatment
Asceniv,Archetype 3,Frequency per Quarter,0.0,Treatment
Asceniv,Archetype 3,Frequency per Month,0.0,Treatment
Asceniv,Archetype 4,Frequency per Quarter,0.0,Treatment
Asceniv,Archetype 4,Frequency per Month,0.0,Treatment
Asceniv,Overall,Prevalence,0.0,Treatment
Asceniv,Overall,Mean Frequency,1.0,Treatment
Asceniv,Overall,Median Frequency,1.0,Treatment
Asceniv,Overall,Frequency per Quarter,0.0,Treatment
Asceniv,Overall,Frequency per Month,0.0,Treatment
Asceniv,Standard Deviation,Mean Frequency,0.0,Treatment
Asceniv,Standard Deviation,Median Frequency,0.0,Treatment
Asceniv,Standard Deviation,Frequency per Quarter,0.0,Treatment
Asceniv,Standard Deviation,Frequency per Month,0.0,Treatment
Azathioprine,Archetype 1,Prevalence,0.001,Treatment
Azathioprine,Archetype 1,Mean Frequency,1.23,Treatment
Azathioprine,Archetype 1,Median Frequency,1.0,Treatment
Azathioprine,Archetype 1,Frequency per Quarter,0.0,Treatment
Azathioprine,Archetype 1,Frequency per Month,0.0,Treatment
Azathioprine,Archetype 2,Prevalence,0.006,Treatment
Azathioprine,Archetype 2,Mean Frequency,3.0,Treatment
Azathioprine,Archetype 2,Median Frequency,2.0,Treatment
Azathioprine,Archetype 2,Frequency per Quarter,0.0,Treatment
Azathioprine,Archetype 2,Frequency per Month,0.0,Treatment
Azathioprine,Archetype 3,Prevalence,0.006,Treatment
Azathioprine,Archetype 3,Mean Frequency,3.2,Treatment
Azathioprine,Archetype 3,Median Frequency,1.0,Treatment
Azathioprine,Archetype 3,Frequency per Quarter,0.0,Treatment
Azathioprine,Archetype 3,Frequency per Month,0.0,Treatment
Azathioprine,Archetype 4,Prevalence,0.002,Treatment
Azathioprine,Archetype 4,Mean Frequency,3.33,Treatment
Azathioprine,Archetype 4,Median Frequency,2.0,Treatment
Azathioprine,Archetype 4,Frequency per Quarter,0.0,Treatment
Azathioprine,Archetype 4,Frequency per Month,0.0,Treatment
Azathioprine,Overall,Prevalence,0.003,Treatment
Azathioprine,Overall,Mean Frequency,2.78,Treatment
Azathioprine,Overall,Median Frequency,1.0,Treatment
Azathioprine,Overall,Frequency per Quarter,0.0,Treatment
Azathioprine,Overall,Frequency per Month,0.0,Treatment
Azathioprine,Standard Deviation,Mean Frequency,0.85,Treatment
Azathioprine,Standard Deviation,Median Frequency,0.55,Treatment
Azathioprine,Standard Deviation,Frequency per Quarter,0.0,Treatment
Azathioprine,Standard Deviation,Frequency per Month,0.0,Treatment
Bivigam,Archetype 1,Prevalence,0.0,Treatment
Bivigam,Archetype 1,Mean Frequency,3.0,Treatment
Bivigam,Archetype 1,Median Frequency,3.0,Treatment
Bivigam,Archetype 1,Frequency per Quarter,0.0,Treatment
Bivigam,Archetype 1,Frequency per Month,0.0,Treatment
Bivigam,Archetype 2,Prevalence,0.0,Treatment
Bivigam,Archetype 2,Mean Frequency,6.0,Treatment
Bivigam,Archetype 2,Median Frequency,6.0,Treatment
Bivigam,Archetype 2,Frequency per Quarter,0.0,Treatment
Bivigam,Archetype 2,Frequency per Month,0.0,Treatment
Bivigam,Archetype 3,Prevalence,0.001,Treatment
Bivigam,Archetype 3,Mean Frequency,3.67,Treatment
Bivigam,Archetype 3,Median Frequency,1.0,Treatment
Bivigam,Archetype 3,Frequency per Quarter,0.0,Treatment
Bivigam,Archetype 3,Frequency per Month,0.0,Treatment
Bivigam,Archetype 4,Prevalence,0.001,Treatment
Bivigam,Archetype 4,Mean Frequency,29.5,Treatment
Bivigam,Archetype 4,Median Frequency,29.5,Treatment
Bivigam,Archetype 4,Frequency per Quarter,0.0,Treatment
Bivigam,Archetype 4,Frequency per Month,0.0,Treatment
Bivigam,Overall,Prevalence,0.0,Treatment
Bivigam,Overall,Mean Frequency,9.0,Treatment
Bivigam,Overall,Median Frequency,1.0,Treatment
Bivigam,Overall,Frequency per Quarter,0.0,Treatment
Bivigam,Overall,Frequency per Month,0.0,Treatment
Bivigam,Standard Deviation,Mean Frequency,11.02,Treatment
Bivigam,Standard Deviation,Median Frequency,12.14,Treatment
Bivigam,Standard Deviation,Frequency per Quarter,0.0,Treatment
Bivigam,Standard Deviation,Frequency per Month,0.0,Treatment
Carimune,Archetype 1,Prevalence,0.001,Treatment
Carimune,Archetype 1,Mean Frequency,1.83,Treatment
Carimune,Archetype 1,Median Frequency,1.0,Treatment
Carimune,Archetype 1,Frequency per Quarter,0.0,Treatment
Carimune,Archetype 1,Frequency per Month,0.0,Treatment
Carimune,Archetype 2,Prevalence,0.001,Treatment
Carimune,Archetype 2,Mean Frequency,5.83,Treatment
Carimune,Archetype 2,Median Frequency,4.5,Treatment
Carimune,Archetype 2,Frequency per Quarter,0.0,Treatment
Carimune,Archetype 2,Frequency per Month,0.0,Treatment
Carimune,Archetype 3,Prevalence,0.001,Treatment
Carimune,Archetype 3,Mean Frequency,4.67,Treatment
Carimune,Archetype 3,Median Frequency,2.5,Treatment
Carimune,Archetype 3,Frequency per Quarter,0.0,Treatment
Carimune,Archetype 3,Frequency per Month,0.0,Treatment
Carimune,Archetype 4,Prevalence,0.003,Treatment
Carimune,Archetype 4,Mean Frequency,8.5,Treatment
Carimune,Archetype 4,Median Frequency,8.0,Treatment
Carimune,Archetype 4,Frequency per Quarter,0.0,Treatment
Carimune,Archetype 4,Frequency per Month,0.0,Treatment
Carimune,Overall,Prevalence,0.001,Treatment
Carimune,Overall,Mean Frequency,4.91,Treatment
Carimune,Overall,Median Frequency,2.5,Treatment
Carimune,Overall,Frequency per Quarter,0.0,Treatment
Carimune,Overall,Frequency per Month,0.0,Treatment
Carimune,Standard Deviation,Mean Frequency,2.4,Treatment
Carimune,Standard Deviation,Median Frequency,2.71,Treatment
Carimune,Standard Deviation,Frequency per Quarter,0.0,Treatment
Carimune,Standard Deviation,Frequency per Month,0.0,Treatment
Cuvitru,Archetype 1,Prevalence,0.0,Treatment
Cuvitru,Archetype 1,Mean Frequency,1.0,Treatment
Cuvitru,Archetype 1,Median Frequency,1.0,Treatment
Cuvitru,Archetype 1,Frequency per Quarter,0.0,Treatment
Cuvitru,Archetype 1,Frequency per Month,0.0,Treatment
Cuvitru,Archetype 2,Frequency per Quarter,0.0,Treatment
Cuvitru,Archetype 2,Frequency per Month,0.0,Treatment
Cuvitru,Archetype 3,Prevalence,0.0,Treatment
Cuvitru,Archetype 3,Mean Frequency,1.0,Treatment
Cuvitru,Archetype 3,Median Frequency,1.0,Treatment
Cuvitru,Archetype 3,Frequency per Quarter,0.0,Treatment
Cuvitru,Archetype 3,Frequency per Month,0.0,Treatment
Cuvitru,Archetype 4,Frequency per Quarter,0.0,Treatment
Cuvitru,Archetype 4,Frequency per Month,0.0,Treatment
Cuvitru,Overall,Prevalence,0.0,Treatment
Cuvitru,Overall,Mean Frequency,1.0,Treatment
Cuvitru,Overall,Median Frequency,1.0,Treatment
Cuvitru,Overall,Frequency per Quarter,0.0,Treatment
Cuvitru,Overall,Frequency per Month,0.0,Treatment
Cuvitru,Standard Deviation,Mean Frequency,0.0,Treatment
Cuvitru,Standard Deviation,Median Frequency,0.0,Treatment
Cuvitru,Standard Deviation,Frequency per Quarter,0.0,Treatment
Cuvitru,Standard Deviation,Frequency per Month,0.0,Treatment
Cyclophosphamide,Archetype 1,Prevalence,0.0,Treatment
Cyclophosphamide,Archetype 1,Mean Frequency,3.0,Treatment
Cyclophosphamide,Archetype 1,Median Frequency,3.0,Treatment
Cyclophosphamide,Archetype 1,Frequency per Quarter,0.0,Treatment
Cyclophosphamide,Archetype 1,Frequency per Month,0.0,Treatment
Cyclophosphamide,Archetype 2,Prevalence,0.004,Treatment
Cyclophosphamide,Archetype 2,Mean Frequency,4.13,Treatment
Cyclophosphamide,Archetype 2,Median Frequency,3.0,Treatment
Cyclophosphamide,Archetype 2,Frequency per Quarter,0.0,Treatment
Cyclophosphamide,Archetype 2,Frequency per Month,0.0,Treatment
Cyclophosphamide,Archetype 3,Prevalence,0.002,Treatment
Cyclophosphamide,Archetype 3,Mean Frequency,5.44,Treatment
Cyclophosphamide,Archetype 3,Median Frequency,5.0,Treatment
Cyclophosphamide,Archetype 3,Frequency per Quarter,0.0,Treatment
Cyclophosphamide,Archetype 3,Frequency per Month,0.0,Treatment
Cyclophosphamide,Archetype 4,Prevalence,0.003,Treatment
Cyclophosphamide,Archetype 4,Mean Frequency,7.25,Treatment
Cyclophosphamide,Archetype 4,Median Frequency,4.0,Treatment
Cyclophosphamide,Archetype 4,Frequency per Quarter,0.0,Treatment
Cyclophosphamide,Archetype 4,Frequency per Month,0.0,Treatment
Cyclophosphamide,Overall,Prevalence,0.002,Treatment
Cyclophosphamide,Overall,Mean Frequency,4.7,Treatment
Cyclophosphamide,Overall,Median Frequency,4.0,Treatment
Cyclophosphamide,Overall,Frequency per Quarter,0.0,Treatment
Cyclophosphamide,Overall,Frequency per Month,0.0,Treatment
Cyclophosphamide,Standard Deviation,Mean Frequency,1.59,Treatment
Cyclophosphamide,Standard Deviation,Median Frequency,0.84,Treatment
Cyclophosphamide,Standard Deviation,Frequency per Quarter,0.0,Treatment
Cyclophosphamide,Standard Deviation,Frequency per Month,0.0,Treatment
Cyclosporine,Archetype 1,Prevalence,0.001,Treatment
Cyclosporine,Archetype 1,Mean Frequency,3.1,Treatment
Cyclosporine,Archetype 1,Median Frequency,2.0,Treatment
Cyclosporine,Archetype 1,Frequency per Quarter,0.0,Treatment
Cyclosporine,Archetype 1,Frequency per Month,0.0,Treatment
Cyclosporine,Archetype 2,Prevalence,0.002,Treatment
Cyclosporine,Archetype 2,Mean Frequency,9.7,Treatment
Cyclosporine,Archetype 2,Median Frequency,8.5,Treatment
Cyclosporine,Archetype 2,Frequency per Quarter,0.0,Treatment
Cyclosporine,Archetype 2,Frequency per Month,0.0,Treatment
Cyclosporine,Archetype 3,Prevalence,0.002,Treatment
Cyclosporine,Archetype 3,Mean Frequency,10.0,Treatment
Cyclosporine,Archetype 3,Median Frequency,7.5,Treatment
Cyclosporine,Archetype 3,Frequency per Quarter,0.0,Treatment
Cyclosporine,Archetype 3,Frequency per Month,0.0,Treatment
Cyclosporine,Archetype 4,Prevalence,0.004,Treatment
Cyclosporine,Archetype 4,Mean Frequency,12.33,Treatment
Cyclosporine,Archetype 4,Median Frequency,10.5,Treatment
Cyclosporine,Archetype 4,Frequency per Quarter,0.0,Treatment
Cyclosporine,Archetype 4,Frequency per Month,0.0,Treatment
Cyclosporine,Overall,Prevalence,0.002,Treatment
Cyclosporine,Overall,Mean Frequency,8.47,Treatment
Cyclosporine,Overall,Median Frequency,6.0,Treatment
Cyclosporine,Overall,Frequency per Quarter,0.0,Treatment
Cyclosporine,Overall,Frequency per Month,0.0,Treatment
Cyclosporine,Standard Deviation,Mean Frequency,3.44,Treatment
Cyclosporine,Standard Deviation,Median Frequency,3.19,Treatment
Cyclosporine,Standard Deviation,Frequency per Quarter,0.0,Treatment
Cyclosporine,Standard Deviation,Frequency per Month,0.0,Treatment
Flebogamma,Archetype 1,Prevalence,0.001,Treatment
Flebogamma,Archetype 1,Mean Frequency,1.7,Treatment
Flebogamma,Archetype 1,Median Frequency,1.0,Treatment
Flebogamma,Archetype 1,Frequency per Quarter,0.0,Treatment
Flebogamma,Archetype 1,Frequency per Month,0.0,Treatment
Flebogamma,Archetype 2,Prevalence,0.002,Treatment
Flebogamma,Archetype 2,Mean Frequency,15.25,Treatment
Flebogamma,Archetype 2,Median Frequency,6.5,Treatment
Flebogamma,Archetype 2,Frequency per Quarter,0.0,Treatment
Flebogamma,Archetype 2,Frequency per Month,0.0,Treatment
Flebogamma,Archetype 3,Prevalence,0.002,Treatment
Flebogamma,Archetype 3,Mean Frequency,2.0,Treatment
Flebogamma,Archetype 3,Median Frequency,1.0,Treatment
Flebogamma,Archetype 3,Frequency per Quarter,0.0,Treatment
Flebogamma,Archetype 3,Frequency per Month,0.0,Treatment
Flebogamma,Archetype 4,Prevalence,0.002,Treatment
Flebogamma,Archetype 4,Mean Frequency,9.33,Treatment
Flebogamma,Archetype 4,Median Frequency,7.0,Treatment
Flebogamma,Archetype 4,Frequency per Quarter,0.0,Treatment
Flebogamma,Archetype 4,Frequency per Month,0.0,Treatment
Flebogamma,Overall,Prevalence,0.002,Treatment
Flebogamma,Overall,Mean Frequency,5.91,Treatment
Flebogamma,Overall,Median Frequency,1.0,Treatment
Flebogamma,Overall,Frequency per Quarter,0.0,Treatment
Flebogamma,Overall,Frequency per Month,0.0,Treatment
Flebogamma,Standard Deviation,Mean Frequency,5.65,Treatment
Flebogamma,Standard Deviation,Median Frequency,3.15,Treatment
Flebogamma,Standard Deviation,Frequency per Quarter,0.0,Treatment
Flebogamma,Standard Deviation,Frequency per Month,0.0,Treatment
Flebogamma Dif,Archetype 1,Frequency per Quarter,0.0,Treatment
Flebogamma Dif,Archetype 1,Frequency per Month,0.0,Treatment
Flebogamma Dif,Archetype 2,Frequency per Quarter,0.0,Treatment
Flebogamma Dif,Archetype 2,Frequency per Month,0.0,Treatment
Flebogamma Dif,Archetype 3,Frequency per Quarter,0.0,Treatment
Flebogamma Dif,Archetype 3,Frequency per Month,0.0,Treatment
Flebogamma Dif,Archetype 4,Prevalence,0.001,Treatment
Flebogamma Dif,Archetype 4,Mean Frequency,11.0,Treatment
Flebogamma Dif,Archetype 4,Median Frequency,11.0,Treatment
Flebogamma Dif,Archetype 4,Frequency per Quarter,0.0,Treatment
Flebogamma Dif,Archetype 4,Frequency per Month,0.0,Treatment
Flebogamma Dif,Overall,Prevalence,0.0,Treatment
Flebogamma Dif,Overall,Mean Frequency,11.0,Treatment
Flebogamma Dif,Overall,Median Frequency,11.0,Treatment
Flebogamma Dif,Overall,Frequency per Quarter,0.0,Treatment
Flebogamma Dif,Overall,Frequency per Month,0.0,Treatment
Flebogamma Dif,Standard Deviation,Mean Frequency,0.0,Treatment
Flebogamma Dif,Standard Deviation,Median Frequency,0.0,Treatment
Flebogamma Dif,Standard Deviation,Frequency per Quarter,0.0,Treatment
Flebogamma Dif,Standard Deviation,Frequency per Month,0.0,Treatment
Gammagard,Archetype 1,Prevalence,0.005,Treatment
Gammagard,Archetype 1,Mean Frequency,1.51,Treatment
Gammagard,Archetype 1,Median Frequency,1.0,Treatment
Gammagard,Archetype 1,Frequency per Quarter,0.0,Treatment
Gammagard,Archetype 1,Frequency per Month,0.0,Treatment
Gammagard,Archetype 2,Prevalence,0.016,Treatment
Gammagard,Archetype 2,Mean Frequency,7.02,Treatment
Gammagard,Archetype 2,Median Frequency,3.0,Treatment
Gammagard,Archetype 2,Frequency per Quarter,0.01,Treatment
Gammagard,Archetype 2,Frequency per Month,0.0,Treatment
Gammagard,Archetype 3,Prevalence,0.013,Treatment
Gammagard,Archetype 3,Mean Frequency,5.5,Treatment
Gammagard,Archetype 3,Median Frequency,1.0,Treatment
Gammagard,Archetype 3,Frequency per Quarter,0.0,Treatment
Gammagard,Archetype 3,Frequency per Month,0.0,Treatment
Gammagard,Archetype 4,Prevalence,0.023,Treatment
Gammagard,Archetype 4,Mean Frequency,21.57,Treatment
Gammagard,Archetype 4,Median Frequency,6.0,Treatment
Gammagard,Archetype 4,Frequency per Quarter,0.03,Treatment
Gammagard,Archetype 4,Frequency per Month,0.01,Treatment
Gammagard,Overall,Prevalence,0.01,Treatment
Gammagard,Overall,Mean Frequency,7.81,Treatment
Gammagard,Overall,Median Frequency,1.5,Treatment
Gammagard,Overall,Frequency per Quarter,0.01,Treatment
Gammagard,Overall,Frequency per Month,0.0,Treatment
Gammagard,Standard Deviation,Mean Frequency,7.6,Treatment
Gammagard,Standard Deviation,Median Frequency,2.12,Treatment
Gammagard,Standard Deviation,Frequency per Quarter,0.01,Treatment
Gammagard,Standard Deviation,Frequency per Month,0.0,Treatment
Gammaked,Archetype 1,Prevalence,0.0,Treatment
Gammaked,Archetype 1,Mean Frequency,3.0,Treatment
Gammaked,Archetype 1,Median Frequency,2.0,Treatment
Gammaked,Archetype 1,Frequency per Quarter,0.0,Treatment
Gammaked,Archetype 1,Frequency per Month,0.0,Treatment
Gammaked,Archetype 2,Prevalence,0.003,Treatment
Gammaked,Archetype 2,Mean Frequency,7.83,Treatment
Gammaked,Archetype 2,Median Frequency,2.5,Treatment
Gammaked,Archetype 2,Frequency per Quarter,0.0,Treatment
Gammaked,Archetype 2,Frequency per Month,0.0,Treatment
Gammaked,Archetype 3,Prevalence,0.002,Treatment
Gammaked,Archetype 3,Mean Frequency,2.0,Treatment
Gammaked,Archetype 3,Median Frequency,1.0,Treatment
Gammaked,Archetype 3,Frequency per Quarter,0.0,Treatment
Gammaked,Archetype 3,Frequency per Month,0.0,Treatment
Gammaked,Archetype 4,Prevalence,0.002,Treatment
Gammaked,Archetype 4,Mean Frequency,2.33,Treatment
Gammaked,Archetype 4,Median Frequency,1.0,Treatment
Gammaked,Archetype 4,Frequency per Quarter,0.0,Treatment
Gammaked,Archetype 4,Frequency per Month,0.0,Treatment
Gammaked,Overall,Prevalence,0.001,Treatment
Gammaked,Overall,Mean Frequency,4.62,Treatment
Gammaked,Overall,Median Frequency,2.0,Treatment
Gammaked,Overall,Frequency per Quarter,0.0,Treatment
Gammaked,Overall,Frequency per Month,0.0,Treatment
Gammaked,Standard Deviation,Mean Frequency,2.39,Treatment
Gammaked,Standard Deviation,Median Frequency,0.67,Treatment
Gammaked,Standard Deviation,Frequency per Quarter,0.0,Treatment
Gammaked,Standard Deviation,Frequency per Month,0.0,Treatment
Gammaplex,Archetype 1,Prevalence,0.001,Treatment
Gammaplex,Archetype 1,Mean Frequency,1.44,Treatment
Gammaplex,Archetype 1,Median Frequency,1.0,Treatment
Gammaplex,Archetype 1,Frequency per Quarter,0.0,Treatment
Gammaplex,Archetype 1,Frequency per Month,0.0,Treatment
Gammaplex,Archetype 2,Prevalence,0.001,Treatment
Gammaplex,Archetype 2,Mean Frequency,4.0,Treatment
Gammaplex,Archetype 2,Median Frequency,1.5,Treatment
Gammaplex,Archetype 2,Frequency per Quarter,0.0,Treatment
Gammaplex,Archetype 2,Frequency per Month,0.0,Treatment
Gammaplex,Archetype 3,Prevalence,0.001,Treatment
Gammaplex,Archetype 3,Mean Frequency,1.4,Treatment
Gammaplex,Archetype 3,Median Frequency,1.0,Treatment
Gammaplex,Archetype 3,Frequency per Quarter,0.0,Treatment
Gammaplex,Archetype 3,Frequency per Month,0.0,Treatment
Gammaplex,Archetype 4,Prevalence,0.001,Treatment
Gammaplex,Archetype 4,Mean Frequency,1.0,Treatment
Gammaplex,Archetype 4,Median Frequency,1.0,Treatment
Gammaplex,Archetype 4,Frequency per Quarter,0.0,Treatment
Gammaplex,Archetype 4,Frequency per Month,0.0,Treatment
Gammaplex,Overall,Prevalence,0.001,Treatment
Gammaplex,Overall,Mean Frequency,1.95,Treatment
Gammaplex,Overall,Median Frequency,1.0,Treatment
Gammaplex,Overall,Frequency per Quarter,0.0,Treatment
Gammaplex,Overall,Frequency per Month,0.0,Treatment
Gammaplex,Standard Deviation,Mean Frequency,1.19,Treatment
Gammaplex,Standard Deviation,Median Frequency,0.22,Treatment
Gammaplex,Standard Deviation,Frequency per Quarter,0.0,Treatment
Gammaplex,Standard Deviation,Frequency per Month,0.0,Treatment
Gamunex-C,Archetype 1,Prevalence,0.002,Treatment
Gamunex-C,Archetype 1,Mean Frequency,2.47,Treatment
Gamunex-C,Archetype 1,Median Frequency,2.0,Treatment
Gamunex-C,Archetype 1,Frequency per Quarter,0.0,Treatment
Gamunex-C,Archetype 1,Frequency per Month,0.0,Treatment
Gamunex-C,Archetype 2,Prevalence,0.008,Treatment
Gamunex-C,Archetype 2,Mean Frequency,4.97,Treatment
Gamunex-C,Archetype 2,Median Frequency,3.0,Treatment
Gamunex-C,Archetype 2,Frequency per Quarter,0.0,Treatment
Gamunex-C,Archetype 2,Frequency per Month,0.0,Treatment
Gamunex-C,Archetype 3,Prevalence,0.006,Treatment
Gamunex-C,Archetype 3,Mean Frequency,8.63,Treatment
Gamunex-C,Archetype 3,Median Frequency,4.0,Treatment
Gamunex-C,Archetype 3,Frequency per Quarter,0.0,Treatment
Gamunex-C,Archetype 3,Frequency per Month,0.0,Treatment
Gamunex-C,Archetype 4,Prevalence,0.007,Treatment
Gamunex-C,Archetype 4,Mean Frequency,17.27,Treatment
Gamunex-C,Archetype 4,Median Frequency,3.0,Treatment
Gamunex-C,Archetype 4,Frequency per Quarter,0.01,Treatment
Gamunex-C,Archetype 4,Frequency per Month,0.0,Treatment
Gamunex-C,Overall,Prevalence,0.004,Treatment
Gamunex-C,Overall,Mean Frequency,7.07,Treatment
Gamunex-C,Overall,Median Frequency,3.0,Treatment
Gamunex-C,Overall,Frequency per Quarter,0.0,Treatment
Gamunex-C,Overall,Frequency per Month,0.0,Treatment
Gamunex-C,Standard Deviation,Mean Frequency,5.63,Treatment
Gamunex-C,Standard Deviation,Median Frequency,0.71,Treatment
Gamunex-C,Standard Deviation,Frequency per Quarter,0.0,Treatment
Gamunex-C,Standard Deviation,Frequency per Month,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 1,Prevalence,0.003,Treatment
Gamunex-C/ Gammaked,Archetype 1,Mean Frequency,1.43,Treatment
Gamunex-C/ Gammaked,Archetype 1,Median Frequency,1.0,Treatment
Gamunex-C/ Gammaked,Archetype 1,Frequency per Quarter,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 1,Frequency per Month,0.0,Treatment
Gamunex-C/ Gammaked,Archetype 2,Prevalence,0.01,Treatment
Gamunex-C/ Gammaked,Archetype 2,Mean Frequency,5.56,Treatment
